"GO.ID"	"Term"	"Annotated"	"Significant"	"Expected"	"classic"
"GO:0051123"	"RNA polymerase II preinitiation complex ..."	63	11	5.39	"0.01707"
"GO:0040007"	"growth"	2352	229	201.32	"0.01711"
"GO:0060795"	"cell fate commitment involved in formati..."	123	18	10.53	"0.01712"
"GO:0046425"	"regulation of receptor signaling pathway..."	141	20	12.07	"0.01714"
"GO:1904892"	"regulation of receptor signaling pathway..."	141	20	12.07	"0.01714"
"GO:0007399"	"nervous system development"	4563	426	390.58	"0.01715"
"GO:0045685"	"regulation of glial cell differentiation"	132	19	11.3	"0.01718"
"GO:0002244"	"hematopoietic progenitor cell differenti..."	244	31	20.89	"0.01719"
"GO:0019220"	"regulation of phosphate metabolic proces..."	2364	230	202.35	"0.01739"
"GO:0043632"	"modification-dependent macromolecule cat..."	940	99	80.46	"0.01743"
"GO:0051174"	"regulation of phosphorus metabolic proce..."	2365	230	202.44	"0.01769"
"GO:0048701"	"embryonic cranial skeleton morphogenesis"	106	16	9.07	"0.01810"
"GO:0060411"	"cardiac septum morphogenesis"	106	16	9.07	"0.01810"
"GO:1903322"	"positive regulation of protein modificat..."	245	31	20.97	"0.01812"
"GO:2000142"	"regulation of DNA-templated transcriptio..."	115	17	9.84	"0.01836"
"GO:0007517"	"muscle organ development"	763	82	65.31	"0.01847"
"GO:0030900"	"forebrain development"	722	78	61.8	"0.01894"
"GO:0006270"	"DNA replication initiation"	64	11	5.48	"0.01907"
"GO:0007112"	"male meiosis cytokinesis"	64	11	5.48	"0.01907"
"GO:0035567"	"non-canonical Wnt signaling pathway"	161	22	13.78	"0.01924"
"GO:1905879"	"regulation of oogenesis"	161	22	13.78	"0.01924"
"GO:0007254"	"JNK cascade"	394	46	33.72	"0.01925"
"GO:0048636"	"positive regulation of muscle organ deve..."	98	15	8.39	"0.01926"
"GO:0042074"	"cell migration involved in gastrulation"	81	13	6.93	"0.01965"
"GO:0061387"	"regulation of extent of cell growth"	257	32	22	"0.02043"
"GO:0010562"	"positive regulation of phosphorus metabo..."	1484	149	127.02	"0.02049"
"GO:0045937"	"positive regulation of phosphate metabol..."	1484	149	127.02	"0.02049"
"GO:0007367"	"segment polarity determination"	73	12	6.25	"0.02052"
"GO:0050790"	"regulation of catalytic activity"	2964	283	253.71	"0.02052"
"GO:0006403"	"RNA localization"	590	65	50.5	"0.02087"
"GO:0022406"	"membrane docking"	277	34	23.71	"0.02096"
"GO:0035010"	"encapsulation of foreign target"	99	15	8.47	"0.02097"
"GO:0045740"	"positive regulation of DNA replication"	65	11	5.56	"0.02123"
"GO:0055026"	"negative regulation of cardiac muscle ti..."	65	11	5.56	"0.02123"
"GO:0001510"	"RNA methylation"	108	16	9.24	"0.02129"
"GO:0034446"	"substrate adhesion-dependent cell spread..."	135	19	11.56	"0.02134"
"GO:0043487"	"regulation of RNA stability"	297	36	25.42	"0.02135"
"GO:0046661"	"male sex differentiation"	377	44	32.27	"0.02179"
"GO:0008589"	"regulation of smoothened signaling pathw..."	239	30	20.46	"0.02190"
"GO:0032535"	"regulation of cellular component size"	843	89	72.16	"0.02203"
"GO:0090100"	"positive regulation of transmembrane rec..."	182	24	15.58	"0.02224"
"GO:1904589"	"regulation of protein import"	182	24	15.58	"0.02224"
"GO:0007259"	"receptor signaling pathway via JAK-STAT"	154	21	13.18	"0.02227"
"GO:0097696"	"receptor signaling pathway via STAT"	154	21	13.18	"0.02227"
"GO:0071479"	"cellular response to ionizing radiation"	145	20	12.41	"0.02261"
"GO:0010039"	"response to iron ion"	74	12	6.33	"0.02265"
"GO:1902808"	"positive regulation of cell cycle G1/S p..."	100	15	8.56	"0.02278"
"GO:0002200"	"somatic diversification of immune recept..."	109	16	9.33	"0.02304"
"GO:1900180"	"regulation of protein localization to nu..."	279	34	23.88	"0.02305"
"GO:0061157"	"mRNA destabilization"	164	22	14.04	"0.02329"
"GO:0046331"	"lateral inhibition"	66	11	5.65	"0.02357"
"GO:0048645"	"animal organ formation"	183	24	15.66	"0.02359"
"GO:0045773"	"positive regulation of axon extension"	146	20	12.5	"0.02417"
"GO:0061014"	"positive regulation of mRNA catabolic pr..."	174	23	14.89	"0.02420"
"GO:0043666"	"regulation of phosphoprotein phosphatase..."	128	18	10.96	"0.02476"
"GO:0050779"	"RNA destabilization"	165	22	14.12	"0.02478"
"GO:0021532"	"neural tube patterning"	110	16	9.42	"0.02489"
"GO:0016331"	"morphogenesis of embryonic epithelium"	596	65	51.02	"0.02525"
"GO:1902532"	"negative regulation of intracellular sig..."	913	95	78.15	"0.02595"
"GO:0045665"	"negative regulation of neuron differenti..."	422	48	36.12	"0.02604"
"GO:0007289"	"spermatid nucleus differentiation"	67	11	5.73	"0.02610"
"GO:0031581"	"hemidesmosome assembly"	67	11	5.73	"0.02610"
"GO:1901889"	"negative regulation of cell junction ass..."	185	24	15.84	"0.02649"
"GO:0006334"	"nucleosome assembly"	102	15	8.73	"0.02677"
"GO:0060425"	"lung morphogenesis"	102	15	8.73	"0.02677"
"GO:0008543"	"fibroblast growth factor receptor signal..."	157	21	13.44	"0.02696"
"GO:0045747"	"positive regulation of Notch signaling p..."	195	25	16.69	"0.02720"
"GO:0071398"	"cellular response to fatty acid"	76	12	6.51	"0.02739"
"GO:0006470"	"protein dephosphorylation"	434	49	37.15	"0.02782"
"GO:0015931"	"nucleobase-containing compound transport"	527	58	45.11	"0.02830"
"GO:0038066"	"p38MAPK cascade"	68	11	5.82	"0.02881"
"GO:0060260"	"regulation of transcription initiation b..."	103	15	8.82	"0.02894"
"GO:0033365"	"protein localization to organelle"	1677	165	143.55	"0.02920"
"GO:0048144"	"fibroblast proliferation"	168	22	14.38	"0.02968"
"GO:0048145"	"regulation of fibroblast proliferation"	168	22	14.38	"0.02968"
"GO:0009451"	"RNA modification"	255	31	21.83	"0.02980"
"GO:0010646"	"regulation of cell communication"	4630	428	396.31	"0.02982"
"GO:0015012"	"heparan sulfate proteoglycan biosyntheti..."	77	12	6.59	"0.03001"
"GO:0031062"	"positive regulation of histone methylati..."	77	12	6.59	"0.03001"
"GO:2000677"	"regulation of transcription regulatory r..."	77	12	6.59	"0.03001"
"GO:0006364"	"rRNA processing"	355	41	30.39	"0.03023"
"GO:0010721"	"negative regulation of cell development"	781	82	66.85	"0.03039"
"GO:0045597"	"positive regulation of cell differentiat..."	1515	150	129.68	"0.03051"
"GO:0071901"	"negative regulation of protein serine/th..."	236	29	20.2	"0.03067"
"GO:0043966"	"histone H3 acetylation"	122	17	10.44	"0.03085"
"GO:0048635"	"negative regulation of muscle organ deve..."	113	16	9.67	"0.03113"
"GO:1905809"	"negative regulation of synapse organizat..."	169	22	14.47	"0.03147"
"GO:0043085"	"positive regulation of catalytic activit..."	1957	190	167.51	"0.03164"
"GO:0034248"	"regulation of amide metabolic process"	857	89	73.36	"0.03165"
"GO:2000008"	"regulation of protein localization to ce..."	69	11	5.91	"0.03173"
"GO:0051236"	"establishment of RNA localization"	428	48	36.64	"0.03236"
"GO:0008593"	"regulation of Notch signaling pathway"	367	42	31.41	"0.03253"
"GO:0010501"	"RNA secondary structure unwinding"	78	12	6.68	"0.03280"
"GO:0051241"	"negative regulation of multicellular org..."	1915	186	163.92	"0.03284"
"GO:0007030"	"Golgi organization"	337	39	28.85	"0.03295"
"GO:0045687"	"positive regulation of glial cell differ..."	87	13	7.45	"0.03342"
"GO:2000171"	"negative regulation of dendrite developm..."	87	13	7.45	"0.03342"
"GO:2000648"	"positive regulation of stem cell prolife..."	87	13	7.45	"0.03342"
"GO:0045886"	"negative regulation of synaptic assembly..."	114	16	9.76	"0.03345"
"GO:0060562"	"epithelial tube morphogenesis"	1346	134	115.21	"0.03408"
"GO:0023051"	"regulation of signaling"	4676	431	400.25	"0.03426"
"GO:0010906"	"regulation of glucose metabolic process"	161	21	13.78	"0.03432"
"GO:0065009"	"regulation of molecular function"	3960	368	338.96	"0.03450"
"GO:0045167"	"asymmetric protein localization involved..."	70	11	5.99	"0.03484"
"GO:0045168"	"cell-cell signaling involved in cell fat..."	70	11	5.99	"0.03484"
"GO:0009952"	"anterior/posterior pattern specification"	670	71	57.35	"0.03507"
"GO:0060976"	"coronary vasculature development"	115	16	9.84	"0.03589"
"GO:0046777"	"protein autophosphorylation"	390	44	33.38	"0.03591"
"GO:0051094"	"positive regulation of developmental pro..."	2209	212	189.08	"0.03601"
"GO:0061061"	"muscle structure development"	1349	134	115.47	"0.03615"
"GO:0010332"	"response to gamma radiation"	143	19	12.24	"0.03619"
"GO:0019319"	"hexose biosynthetic process"	143	19	12.24	"0.03619"
"GO:0080134"	"regulation of response to stress"	2076	200	177.7	"0.03620"
"GO:0031503"	"protein-containing complex localization"	535	58	45.79	"0.03647"
"GO:0035065"	"regulation of histone acetylation"	134	18	11.47	"0.03704"
"GO:0048854"	"brain morphogenesis"	116	16	9.93	"0.03845"
"GO:1904397"	"negative regulation of neuromuscular jun..."	116	16	9.93	"0.03845"
"GO:0001764"	"neuron migration"	331	38	28.33	"0.03873"
"GO:0048730"	"epidermis morphogenesis"	80	12	6.85	"0.03895"
"GO:0045638"	"negative regulation of myeloid cell diff..."	98	14	8.39	"0.03925"
"GO:0055021"	"regulation of cardiac muscle tissue grow..."	89	13	7.62	"0.03927"
"GO:0043255"	"regulation of carbohydrate biosynthetic ..."	135	18	11.56	"0.03945"
"GO:0050657"	"nucleic acid transport"	424	47	36.29	"0.04023"
"GO:0050658"	"RNA transport"	424	47	36.29	"0.04023"
"GO:0016202"	"regulation of striated muscle tissue dev..."	213	26	18.23	"0.04182"
"GO:0040034"	"regulation of development, heterochronic"	81	12	6.93	"0.04231"
"GO:0044344"	"cellular response to fibroblast growth f..."	184	23	15.75	"0.04239"
"GO:0033674"	"positive regulation of kinase activity"	805	83	68.91	"0.04262"
"GO:0008355"	"olfactory learning"	127	17	10.87	"0.04303"
"GO:2000241"	"regulation of reproductive process"	667	70	57.09	"0.04309"
"GO:0048589"	"developmental growth"	1843	178	157.75	"0.04318"
"GO:0009411"	"response to UV"	344	39	29.45	"0.04318"
"GO:0031647"	"regulation of protein stability"	478	52	40.92	"0.04327"
"GO:0021766"	"hippocampus development"	175	22	14.98	"0.04394"
"GO:1901532"	"regulation of hematopoietic progenitor c..."	118	16	10.1	"0.04398"
"GO:0010648"	"negative regulation of cell communicatio..."	2178	208	186.43	"0.04430"
"GO:0009100"	"glycoprotein metabolic process"	775	80	66.34	"0.04484"
"GO:0060122"	"inner ear receptor cell stereocilium org..."	73	11	6.25	"0.04546"
"GO:0071577"	"zinc ion transmembrane transport"	73	11	6.25	"0.04546"
"GO:1903707"	"negative regulation of hemopoiesis"	166	21	14.21	"0.04552"
"GO:0023057"	"negative regulation of signaling"	2180	208	186.6	"0.04564"
"GO:0007530"	"sex determination"	91	13	7.79	"0.04581"
"GO:0048146"	"positive regulation of fibroblast prolif..."	91	13	7.79	"0.04581"
"GO:0006890"	"retrograde vesicle-mediated transport, G..."	147	19	12.58	"0.04597"
"GO:0044093"	"positive regulation of molecular functio..."	2404	228	205.77	"0.04605"
"GO:0048332"	"mesoderm morphogenesis"	176	22	15.06	"0.04633"
"GO:0055017"	"cardiac muscle tissue growth"	119	16	10.19	"0.04694"
"GO:0048880"	"sensory system development"	1308	129	111.96	"0.04697"
"GO:1901983"	"regulation of protein acetylation"	157	20	13.44	"0.04710"
"GO:0030166"	"proteoglycan biosynthetic process"	138	18	11.81	"0.04739"
"GO:0021953"	"central nervous system neuron differenti..."	316	36	27.05	"0.04752"
"GO:0001654"	"eye development"	1287	127	110.16	"0.04777"
"GO:0150063"	"visual system development"	1287	127	110.16	"0.04777"
"GO:1901861"	"regulation of muscle tissue development"	216	26	18.49	"0.04823"
"GO:0045844"	"positive regulation of striated muscle t..."	92	13	7.87	"0.04935"
"GO:1901863"	"positive regulation of muscle tissue dev..."	92	13	7.87	"0.04935"
"GO:0048749"	"compound eye development"	683	71	58.46	"0.04960"
